hero,pick_total,pick_wins,pick_losses,ban_count,win_rate,tournament_year,tournament_title,tournament_url,Lane,Role_Normalized
kagura,39,15,24,9,38.46,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Mid Lane,Mage
jawhead,39,14,25,14,35.9,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Exp Lane,Fighter
balmond,37,17,20,13,45.95,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Jungle,Fighter
ruby,37,13,24,10,35.14,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Exp Lane,Fighter
popol and kupa,32,13,19,12,40.62,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Jungle,Marksman
x.borg,31,13,18,20,41.94,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Exp Lane,Fighter
lancelot,28,15,13,19,53.57,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Jungle,Assassin
alice,28,13,15,17,46.43,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Exp Lane,Mage
lunox,24,14,10,14,58.33,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Mid Lane,Mage
harith,21,9,12,19,42.86,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Mid Lane,Mage
claude,18,12,6,17,66.67,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Gold Lane,Marksman
gatotkaca,17,6,11,0,35.29,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Roam,Fighter
akai,16,11,5,8,68.75,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Roam,Tank
atlas,16,10,6,49,62.5,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Roam,Tank
angela,16,9,7,27,56.25,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Roam,Other
barats,15,10,5,25,66.67,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Jungle,Fighter
helcurt,15,7,8,31,46.67,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Jungle,Assassin
wanwan,15,7,8,14,46.67,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Gold Lane,Marksman
hayabusa,15,6,9,9,40.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Jungle,Assassin
cecilion,15,5,10,5,33.33,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Mid Lane,Mage
luo yi,14,10,4,22,71.43,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Mid Lane,Mage
karrie,12,6,6,0,50.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Gold Lane,Marksman
natalia,11,7,4,43,63.64,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Roam,Assassin
carmilla,10,5,5,2,50.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Roam,Tank
kadita,8,7,1,7,87.5,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Mid Lane,Assassin
rafaela,8,3,5,0,37.5,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Roam,Other
diggie,8,2,6,9,25.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Roam,Other
eudora,7,5,2,1,71.43,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Mid Lane,Mage
vale,6,4,2,1,66.67,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Mid Lane,Mage
masha,6,3,3,2,50.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Exp Lane,Fighter
tigreal,6,3,3,3,50.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Roam,Tank
bruno,5,3,2,0,60.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Gold Lane,Marksman
cyclops,5,2,3,0,40.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Mid Lane,Mage
leomord,5,2,3,0,40.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Jungle,Fighter
kimmy,4,1,3,2,25.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Gold Lane,Mage
saber,4,1,3,0,25.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Jungle,Assassin
faramis,3,2,1,3,66.67,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Mid Lane,Mage
hylos,3,2,1,1,66.67,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Roam,Tank
guinevere,3,1,2,0,33.33,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Exp Lane,Fighter
moskov,3,0,3,0,0.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Gold Lane,Marksman
gusion,2,2,0,0,100.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Jungle,Assassin
aldous,2,1,1,0,50.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Exp Lane,Fighter
dyrroth,2,1,1,0,50.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Exp Lane,Fighter
zilong,2,0,2,0,0.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Exp Lane,Assassin
alpha,1,1,0,0,100.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Jungle,Fighter
karina,1,1,0,0,100.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Jungle,Assassin
silvanna,1,1,0,0,100.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Exp Lane,Fighter
alucard,1,0,1,0,0.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Jungle,Assassin
freya,1,0,1,0,0.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Exp Lane,Fighter
miya,1,0,1,0,0.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Gold Lane,Marksman
yu zhong,26,10,16,10,38.46,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Exp Lane,Fighter
lapu-lapu,24,11,13,15,45.83,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Exp Lane,Fighter
jawhead,22,12,10,25,54.55,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Exp Lane,Fighter
harith,21,11,10,14,52.38,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Mid Lane,Mage
pharsa,21,7,14,12,33.33,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Mid Lane,Mage
chou,20,11,9,7,55.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Exp Lane,Fighter
ling,20,9,11,17,45.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Jungle,Assassin
yi sun-shin,19,12,7,3,63.16,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Jungle,Assassin
brody,19,11,8,25,57.89,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Gold Lane,Marksman
lunox,17,13,4,27,76.47,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Mid Lane,Mage
khaleed,17,10,7,9,58.82,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Exp Lane,Fighter
thamuz,17,8,9,12,47.06,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Exp Lane,Fighter
esmeralda,15,11,4,25,73.33,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Exp Lane,Mage
hilda,15,10,5,18,66.67,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Roam,Fighter
barats,15,9,6,24,60.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Jungle,Fighter
lancelot,14,7,7,11,50.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Jungle,Assassin
akai,14,5,9,9,35.71,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Roam,Tank
alice,12,8,4,17,66.67,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Exp Lane,Mage
eudora,12,8,4,8,66.67,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Mid Lane,Mage
selena,11,7,4,37,63.64,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Roam,Assassin
claude,11,6,5,6,54.55,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Gold Lane,Marksman
hayabusa,9,4,5,7,44.44,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Jungle,Assassin
kagura,9,1,8,0,11.11,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Mid Lane,Mage
luo yi,8,5,3,7,62.5,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Mid Lane,Mage
wanwan,7,4,3,6,57.14,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Gold Lane,Marksman
baxia,7,3,4,7,42.86,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Jungle,Tank
benedetta,7,3,4,41,42.86,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Exp Lane,Assassin
valir,7,2,5,9,28.57,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Mid Lane,Mage
tigreal,5,3,2,1,60.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Roam,Tank
vale,5,3,2,2,60.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Mid Lane,Mage
helcurt,5,2,3,4,40.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Jungle,Assassin
chang'e,5,0,5,4,0.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Mid Lane,Mage
ruby,4,2,2,0,50.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Exp Lane,Fighter
silvanna,4,2,2,0,50.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Exp Lane,Fighter
estes,3,2,1,1,66.67,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Roam,Other
natalia,3,2,1,39,66.67,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Roam,Assassin
roger,3,1,2,1,33.33,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Jungle,Marksman
uranus,3,1,2,0,33.33,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Exp Lane,Tank
popol and kupa,3,0,3,3,0.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Jungle,Marksman
kadita,2,2,0,5,100.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Mid Lane,Assassin
diggie,2,1,1,4,50.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Roam,Other
saber,2,1,1,2,50.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Jungle,Assassin
masha,2,0,2,0,0.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Exp Lane,Fighter
x.borg,2,0,2,0,0.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Exp Lane,Fighter
angela,1,0,1,1,0.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Roam,Other
atlas,1,0,1,0,0.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Roam,Tank
bruno,1,0,1,2,0.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Gold Lane,Marksman
grock,1,0,1,0,0.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Roam,Fighter
gusion,1,0,1,0,0.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Jungle,Assassin
hylos,1,0,1,0,0.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Roam,Tank
kaja,1,0,1,0,0.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Roam,Fighter
khufra,1,0,1,0,0.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Roam,Tank
minsitthar,1,0,1,1,0.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Exp Lane,Fighter
miya,1,0,1,0,0.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Gold Lane,Marksman
rafaela,1,0,1,0,0.0,2020,ONE Esports MPL Invitational 2020,https://liquipedia.net/mobilelegends/ONE_Esports_MPL_Invitational/2020/Statistics,Roam,Other
paquito,78,40,38,7,51.28,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Exp Lane,Assassin
benedetta,77,41,36,20,53.25,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Exp Lane,Assassin
yi sun-shin,73,38,35,4,52.05,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Jungle,Assassin
chou,72,32,40,4,44.44,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Exp Lane,Fighter
claude,66,31,35,3,46.97,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Gold Lane,Marksman
uranus,62,33,29,6,53.23,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Exp Lane,Tank
alice,60,30,30,4,50.0,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Exp Lane,Mage
silvanna,57,30,27,0,52.63,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Exp Lane,Fighter
wanwan,54,29,25,9,53.7,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Gold Lane,Marksman
granger,50,30,20,5,60.0,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Jungle,Marksman
pharsa,48,24,24,8,50.0,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Mid Lane,Mage
lunox,46,26,20,1,56.52,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Mid Lane,Mage
esmeralda,45,14,31,5,31.11,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Exp Lane,Mage
jawhead,44,23,21,22,52.27,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Exp Lane,Fighter
kagura,43,24,19,1,55.81,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Mid Lane,Mage
baxia,37,18,19,1,48.65,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Jungle,Tank
lapu-lapu,37,18,19,5,48.65,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Exp Lane,Fighter
selena,36,15,21,11,41.67,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Roam,Assassin
mathilda,34,25,9,22,73.53,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Roam,Assassin
rafaela,31,19,12,1,61.29,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Roam,Other
popol and kupa,30,16,14,6,53.33,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Jungle,Marksman
angela,30,14,16,16,46.67,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Roam,Other
yve,28,10,18,15,35.71,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Mid Lane,Mage
harith,26,11,15,8,42.31,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Mid Lane,Mage
chang'e,22,11,11,7,50.0,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Mid Lane,Mage
harley,22,11,11,3,50.0,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Jungle,Assassin
roger,22,8,14,0,36.36,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Jungle,Marksman
hayabusa,21,11,10,4,52.38,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Jungle,Assassin
bane,21,9,12,0,42.86,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Jungle,Mage
lancelot,21,9,12,5,42.86,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Jungle,Assassin
ling,20,10,10,9,50.0,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Jungle,Assassin
balmond,19,10,9,0,52.63,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Jungle,Fighter
yu zhong,19,6,13,0,31.58,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Exp Lane,Fighter
bruno,17,8,9,2,47.06,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Gold Lane,Marksman
luo yi,17,6,11,0,35.29,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Mid Lane,Mage
eudora,16,7,9,0,43.75,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Mid Lane,Mage
diggie,15,8,7,12,53.33,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Roam,Other
akai,14,8,6,0,57.14,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Roam,Tank
kaja,13,9,4,3,69.23,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Roam,Fighter
khaleed,12,5,7,0,41.67,2021,MPL Indonesia Season 7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_7/Statistics,Exp Lane,Fighter
