hero,pick_total,pick_wins,pick_losses,ban_count,win_rate,tournament_year,tournament_title,tournament_url,Lane,Role_Normalized
eudora,7,3,4,3,42.86,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Mid Lane,Mage
leomord,7,3,4,0,42.86,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Jungle,Fighter
hylos,7,2,5,1,28.57,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Roam,Tank
tigreal,6,4,2,1,66.67,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Roam,Tank
carmilla,6,3,3,0,50.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Roam,Tank
luo yi,6,3,3,7,50.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Mid Lane,Mage
diggie,6,2,4,11,33.33,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Roam,Other
rafaela,4,2,2,1,50.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Roam,Other
gusion,4,0,4,0,0.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Jungle,Assassin
masha,3,1,2,0,33.33,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Exp Lane,Fighter
faramis,3,0,3,0,0.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Mid Lane,Mage
aurora,2,2,0,0,100.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Mid Lane,Mage
freya,2,1,1,0,50.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Exp Lane,Fighter
harley,2,1,1,0,50.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Jungle,Assassin
terizla,2,1,1,0,50.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Exp Lane,Fighter
grock,2,0,2,0,0.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Roam,Fighter
martis,2,0,2,0,0.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Jungle,Fighter
dyrroth,1,1,0,0,100.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Exp Lane,Fighter
hanzo,1,1,0,0,100.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Jungle,Assassin
karina,1,1,0,2,100.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Jungle,Assassin
minsitthar,1,1,0,1,100.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Exp Lane,Fighter
badang,1,0,1,0,0.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Exp Lane,Fighter
belerick,1,0,1,0,0.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Roam,Tank
fanny,1,0,1,0,0.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Jungle,Assassin
granger,1,0,1,0,0.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Jungle,Marksman
kaja,1,0,1,0,0.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Roam,Fighter
miya,1,0,1,0,0.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Gold Lane,Marksman
moskov,1,0,1,0,0.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Gold Lane,Marksman
saber,1,0,1,0,0.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Jungle,Assassin
silvanna,1,0,1,0,0.0,2020,MPL MYSG Season 6,https://liquipedia.net/mobilelegends/MPL/MYSG/Season_6/Statistics,Exp Lane,Fighter
yi sun-shin,41,26,15,13,63.41,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Jungle,Assassin
thamuz,36,21,15,17,58.33,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Exp Lane,Fighter
ruby,34,19,15,23,55.88,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Exp Lane,Fighter
chou,33,19,14,23,57.58,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Exp Lane,Fighter
yu zhong,33,11,22,23,33.33,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Exp Lane,Fighter
hilda,29,12,17,33,41.38,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Roam,Fighter
jawhead,28,18,10,22,64.29,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Exp Lane,Fighter
roger,28,18,10,28,64.29,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Jungle,Marksman
ling,28,14,14,18,50.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Jungle,Assassin
baxia,27,15,12,18,55.56,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Jungle,Tank
khaleed,25,14,11,41,56.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Exp Lane,Fighter
pharsa,25,12,13,34,48.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Mid Lane,Mage
chang'e,24,11,13,27,45.83,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Mid Lane,Mage
khufra,23,11,12,29,47.83,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Roam,Tank
esmeralda,20,7,13,43,35.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Exp Lane,Mage
valir,18,7,11,16,38.89,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Mid Lane,Mage
x.borg,16,4,12,10,25.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Exp Lane,Fighter
natalia,15,7,8,24,46.67,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Roam,Assassin
eudora,14,11,3,0,78.57,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Mid Lane,Mage
gusion,13,9,4,3,69.23,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Jungle,Assassin
selena,13,8,5,53,61.54,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Roam,Assassin
harith,12,2,10,4,16.67,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Mid Lane,Mage
helcurt,11,5,6,29,45.45,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Jungle,Assassin
kagura,11,5,6,12,45.45,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Mid Lane,Mage
angela,11,3,8,8,27.27,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Roam,Other
claude,10,8,2,3,80.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Gold Lane,Marksman
uranus,10,6,4,61,60.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Exp Lane,Tank
wanwan,10,6,4,8,60.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Gold Lane,Marksman
carmilla,9,7,2,1,77.78,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Roam,Tank
cecilion,9,5,4,6,55.56,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Mid Lane,Mage
popol and kupa,9,4,5,5,44.44,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Jungle,Marksman
karrie,9,3,6,1,33.33,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Gold Lane,Marksman
lancelot,9,3,6,4,33.33,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Jungle,Assassin
tigreal,9,2,7,2,22.22,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Roam,Tank
lunox,8,5,3,7,62.5,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Mid Lane,Mage
luo yi,8,5,3,11,62.5,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Mid Lane,Mage
alice,7,4,3,4,57.14,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Exp Lane,Mage
hayabusa,7,3,4,3,42.86,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Jungle,Assassin
cyclops,6,4,2,1,66.67,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Mid Lane,Mage
atlas,6,1,5,4,16.67,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Roam,Tank
vale,5,2,3,0,40.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Mid Lane,Mage
akai,4,2,2,3,50.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Roam,Tank
barats,4,2,2,43,50.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Jungle,Fighter
brody,4,0,4,5,0.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Gold Lane,Marksman
hylos,3,2,1,1,66.67,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Roam,Tank
balmond,3,1,2,4,33.33,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Jungle,Fighter
diggie,3,0,3,1,0.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Roam,Other
leomord,3,0,3,0,0.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Jungle,Fighter
lapu-lapu,2,2,0,0,100.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Exp Lane,Fighter
bruno,2,0,2,0,0.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Gold Lane,Marksman
karina,2,0,2,0,0.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Jungle,Assassin
silvanna,2,0,2,0,0.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Exp Lane,Fighter
badang,1,1,0,0,100.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Exp Lane,Fighter
granger,1,1,0,0,100.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Jungle,Marksman
kadita,1,1,0,1,100.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Mid Lane,Assassin
masha,1,1,0,0,100.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Exp Lane,Fighter
alpha,1,0,1,0,0.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Jungle,Fighter
alucard,1,0,1,0,0.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Jungle,Assassin
grock,1,0,1,0,0.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Roam,Fighter
martis,1,0,1,0,0.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Jungle,Fighter
terizla,1,0,1,0,0.0,2020,MPL Myanmar Season 5,https://liquipedia.net/mobilelegends/MPL/Myanmar/Season_5/Statistics,Exp Lane,Fighter
chou,106,51,55,56,48.11,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Exp Lane,Fighter
thamuz,100,58,42,72,58.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Exp Lane,Fighter
khaleed,92,42,50,73,45.65,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Exp Lane,Fighter
pharsa,87,45,42,73,51.72,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Mid Lane,Mage
ling,81,40,41,59,49.38,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Jungle,Assassin
yi sun-shin,79,45,34,51,56.96,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Jungle,Assassin
yu zhong,77,37,40,84,48.05,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Exp Lane,Fighter
khufra,65,32,33,87,49.23,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Roam,Tank
roger,65,29,36,57,44.62,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Jungle,Marksman
lancelot,56,34,22,49,60.71,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Jungle,Assassin
baxia,56,28,28,29,50.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Jungle,Tank
esmeralda,52,24,28,74,46.15,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Exp Lane,Mage
uranus,50,35,15,133,70.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Exp Lane,Tank
selena,49,30,19,121,61.22,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Roam,Assassin
hilda,49,22,27,94,44.9,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Roam,Fighter
jawhead,47,25,22,50,53.19,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Exp Lane,Fighter
chang'e,46,23,23,42,50.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Mid Lane,Mage
alice,44,23,21,42,52.27,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Exp Lane,Mage
valir,42,22,20,87,52.38,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Mid Lane,Mage
x.borg,40,15,25,26,37.5,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Exp Lane,Fighter
balmond,37,12,25,10,32.43,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Jungle,Fighter
ruby,34,19,15,22,55.88,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Exp Lane,Fighter
kagura,32,16,16,6,50.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Mid Lane,Mage
akai,31,13,18,10,41.94,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Roam,Tank
natalia,29,9,20,50,31.03,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Roam,Assassin
claude,28,12,16,17,42.86,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Gold Lane,Marksman
popol and kupa,27,16,11,25,59.26,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Jungle,Marksman
atlas,27,12,15,40,44.44,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Roam,Tank
gatotkaca,23,12,11,9,52.17,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Roam,Fighter
harith,22,10,12,25,45.45,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Mid Lane,Mage
rafaela,19,10,9,6,52.63,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Roam,Other
helcurt,19,7,12,27,36.84,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Jungle,Assassin
luo yi,18,13,5,11,72.22,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Mid Lane,Mage
hylos,18,7,11,11,38.89,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Roam,Tank
angela,16,8,8,8,50.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Roam,Other
cyclops,16,7,9,3,43.75,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Mid Lane,Mage
lunox,16,7,9,4,43.75,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Mid Lane,Mage
hayabusa,16,6,10,5,37.5,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Jungle,Assassin
barats,15,9,6,38,60.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Jungle,Fighter
diggie,15,6,9,47,40.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Roam,Other
wanwan,13,8,5,7,61.54,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Gold Lane,Marksman
cecilion,9,4,5,0,44.44,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Mid Lane,Mage
carmilla,9,3,6,2,33.33,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Roam,Tank
eudora,7,5,2,1,71.43,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Mid Lane,Mage
leomord,7,5,2,1,71.43,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Jungle,Fighter
tigreal,6,4,2,0,66.67,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Roam,Tank
freya,6,3,3,2,50.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Exp Lane,Fighter
karrie,6,3,3,1,50.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Gold Lane,Marksman
masha,6,2,4,5,33.33,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Exp Lane,Fighter
grock,6,1,5,0,16.67,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Roam,Fighter
lolita,5,4,1,4,80.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Roam,Tank
terizla,5,1,4,0,20.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Exp Lane,Fighter
gusion,4,2,2,0,50.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Jungle,Assassin
kadita,3,3,0,1,100.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Mid Lane,Assassin
vale,3,0,3,0,0.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Mid Lane,Mage
zhask,3,0,3,0,0.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Mid Lane,Mage
kimmy,2,1,1,0,50.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Gold Lane,Mage
lylia,2,1,1,2,50.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Mid Lane,Mage
estes,2,0,2,0,0.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Roam,Other
bruno,1,1,0,0,100.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Gold Lane,Marksman
dyrroth,1,1,0,0,100.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Exp Lane,Fighter
faramis,1,1,0,0,100.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Mid Lane,Mage
saber,1,1,0,0,100.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Jungle,Assassin
fanny,1,0,1,1,0.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Jungle,Assassin
franco,1,0,1,0,0.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Roam,Tank
guinevere,1,0,1,0,0.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Exp Lane,Fighter
karina,1,0,1,0,0.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Jungle,Assassin
miya,1,0,1,0,0.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Gold Lane,Marksman
nana,1,0,1,0,0.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Mid Lane,Mage
silvanna,1,0,1,0,0.0,2020,MPL Philippines Season 6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_6/Statistics,Exp Lane,Fighter
khaleed,81,40,41,55,49.38,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Exp Lane,Fighter
yi sun-shin,79,52,27,53,65.82,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Jungle,Assassin
thamuz,78,31,47,35,39.74,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Exp Lane,Fighter
chou,73,44,29,54,60.27,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Exp Lane,Fighter
pharsa,66,28,38,46,42.42,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Mid Lane,Mage
esmeralda,64,29,35,50,45.31,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Exp Lane,Mage
hilda,59,21,38,39,35.59,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Roam,Fighter
yu zhong,58,35,23,85,60.34,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Exp Lane,Fighter
ling,56,27,29,58,48.21,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Jungle,Assassin
roger,55,27,28,57,49.09,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Jungle,Marksman
selena,55,25,30,90,45.45,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Roam,Assassin
chang'e,50,27,23,27,54.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Mid Lane,Mage
khufra,49,26,23,62,53.06,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Roam,Tank
uranus,47,31,16,106,65.96,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Exp Lane,Tank
baxia,41,23,18,16,56.1,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Jungle,Tank
valir,40,24,16,33,60.0,2020,MPL Indonesia Season 6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_6/Statistics,Mid Lane,Mage
